sale_id,date,customer_id,product_id,city,quantity,unit_price,discount
1189,2024-09-03,189,6,Bangalore,2,20720.01,0.15
1190,2024-10-19,95,8,Mumbai,2,47883.97,0.15
1191,2024-02-07,101,1,Lucknow,1,35572.45,0.05
1192,2024-06-05,185,12,Mumbai,3,58076.27,0.05
1193,2024-12-30,24,1,Delhi,3,35572.45,0.0
1194,2024-12-11,29,15,Bangalore,3,54544.1,0.05
1195,2024-11-21,94,11,Delhi,3,20668.93,0.0
1196,2024-08-16,200,17,Mumbai,3,18981.18,0.05
1197,2024-10-13,1,9,Bangalore,2,22585.7,0.1
1198,2024-08-18,117,2,Bangalore,2,27306.54,0.1
1199,2024-07-13,148,13,Hyderabad,3,20702.52,0.0
1200,2024-02-05,174,12,Lucknow,2,58076.27,0.1
1201,2024-04-15,185,3,Lucknow,3,32307.17,0.05
1202,2024-03-28,118,10,Hyderabad,1,40498.63,0.0
1203,2024-06-03,45,10,Hyderabad,3,40498.63,0.0
1204,2024-02-25,108,10,Bangalore,1,40498.63,0.05
1205,2024-08-17,189,10,Hyderabad,1,40498.63,0.0
1206,2024-01-26,115,12,Delhi,3,58076.27,0.1
1207,2024-05-04,171,14,Delhi,3,36789.73,0.1
1208,2024-09-01,27,11,Bangalore,2,20668.93,0.1
1209,2024-12-01,188,5,Bangalore,1,36204.53,0.1
1210,2024-01-25,173,16,Bangalore,3,46391.05,0.15
1211,2024-10-31,128,12,Lucknow,2,58076.27,0.0
1212,2024-02-20,74,13,Delhi,3,20702.52,0.15
1213,2024-01-11,66,10,Delhi,3,40498.63,0.0
1214,2024-09-11,101,10,Delhi,2,40498.63,0.15
1215,2024-12-13,170,6,Delhi,3,20720.01,0.1
1216,2024-07-12,110,20,Lucknow,2,41431.21,0.0
1217,2024-10-15,80,2,Lucknow,3,27306.54,0.1
1218,2024-08-21,46,7,Bangalore,3,22836.91,0.0
1219,2024-02-22,195,5,Mumbai,1,36204.53,0.15
1220,2024-08-05,58,12,Delhi,2,58076.27,0.05
1221,2024-07-20,156,18,Bangalore,2,17837.89,0.0
1222,2024-02-09,94,10,Delhi,3,40498.63,0.15
1223,2024-05-03,111,6,Hyderabad,2,20720.01,0.05
1224,2024-09-15,186,5,Bangalore,2,36204.53,0.1
1225,2024-05-26,142,11,Mumbai,1,20668.93,0.05
1226,2024-04-07,113,8,Mumbai,2,47883.97,0.1
1227,2024-11-04,42,16,Mumbai,2,46391.05,0.15
1228,2024-04-10,163,7,Mumbai,3,22836.91,0.1
1229,2024-11-27,162,6,Lucknow,2,20720.01,0.0
1230,2024-04-04,118,10,Delhi,3,40498.63,0.05
1231,2024-05-17,160,6,Lucknow,3,20720.01,0.05
1232,2024-03-24,125,10,Mumbai,2,40498.63,0.0
1233,2024-02-18,185,15,Bangalore,3,54544.1,0.05
1234,2024-11-12,42,5,Mumbai,1,36204.53,0.1
1235,2024-03-01,187,4,Mumbai,1,13316.0,0.15
1236,2024-05-08,128,20,Bangalore,3,41431.21,0.0
1237,2024-04-17,153,12,Hyderabad,1,58076.27,0.0
1238,2024-04-12,101,12,Mumbai,1,58076.27,0.05
1239,2024-10-10,133,5,Lucknow,1,36204.53,0.15
1240,2024-01-30,57,14,Hyderabad,1,36789.73,0.05
1241,2024-02-13,89,17,Bangalore,2,18981.18,0.05
1242,2024-08-16,124,9,Lucknow,1,22585.7,0.15
1243,2024-06-04,95,11,Bangalore,2,20668.93,0.05
1244,2024-11-26,110,17,Delhi,1,18981.18,0.0
1245,2024-01-09,191,16,Hyderabad,2,46391.05,0.15
1246,2024-04-15,25,7,Lucknow,1,22836.91,0.1
1247,2024-08-13,187,14,Delhi,2,36789.73,0.05
1248,2024-04-08,2,4,Mumbai,1,13316.0,0.15
1249,2024-09-04,82,9,Delhi,3,22585.7,0.05
1250,2024-08-22,60,1,Mumbai,2,35572.45,0.15
1251,2024-10-05,38,16,Bangalore,2,46391.05,0.0
1252,2024-10-18,74,20,Bangalore,2,41431.21,0.1
1253,2024-06-29,172,5,Hyderabad,2,36204.53,0.1
1254,2024-01-27,194,12,Bangalore,2,58076.27,0.15
1255,2024-05-01,119,19,Lucknow,2,11452.98,0.0
1256,2024-03-20,130,7,Lucknow,2,22836.91,0.1
1257,2024-09-03,32,11,Mumbai,1,20668.93,0.1
1258,2024-06-16,165,20,Mumbai,2,41431.21,0.15
1259,2024-11-21,102,8,Mumbai,3,47883.97,0.0
1260,2024-04-22,14,18,Delhi,3,17837.89,0.15
1261,2024-02-18,46,5,Mumbai,2,36204.53,0.0
1262,2024-06-20,101,18,Delhi,3,17837.89,0.05
1263,2024-03-21,57,17,Hyderabad,1,18981.18,0.05
1264,2024-12-29,72,1,Bangalore,2,35572.45,0.15
1265,2024-07-01,195,7,Mumbai,1,22836.91,0.1
1266,2024-04-15,44,13,Bangalore,2,20702.52,0.1
1267,2024-10-26,82,12,Hyderabad,1,58076.27,0.15
1268,2024-01-13,96,14,Mumbai,1,36789.73,0.05
1269,2024-01-31,152,17,Hyderabad,3,18981.18,0.1
1270,2024-05-14,10,3,Hyderabad,2,32307.17,0.0
1271,2024-11-22,138,7,Delhi,2,22836.91,0.1
1272,2024-04-26,183,11,Hyderabad,1,20668.93,0.15
1273,2024-01-31,78,11,Delhi,2,20668.93,0.0
1274,2024-12-12,176,11,Bangalore,3,20668.93,0.15
1275,2024-09-27,16,2,Delhi,2,27306.54,0.15
1276,2024-02-28,96,8,Bangalore,2,47883.97,0.0
1277,2024-12-16,162,17,Lucknow,1,18981.18,0.15
1278,2024-09-08,95,5,Lucknow,2,36204.53,0.15
1279,2024-07-24,148,9,Bangalore,1,22585.7,0.05
1280,2024-01-03,117,4,Lucknow,1,13316.0,0.15
1281,2024-11-08,154,13,Bangalore,1,20702.52,0.05
1282,2024-09-04,81,8,Delhi,1,47883.97,0.0
1283,2024-09-13,163,1,Lucknow,2,35572.45,0.05
1284,2024-02-06,23,16,Lucknow,1,46391.05,0.05
1285,2024-07-04,57,15,Hyderabad,3,54544.1,0.15
1286,2024-03-03,163,8,Delhi,3,47883.97,0.0
1287,2024-02-01,115,5,Mumbai,1,36204.53,0.0
1288,2024-09-23,69,4,Bangalore,1,13316.0,0.15
1289,2024-07-21,35,19,Delhi,2,11452.98,0.05
1290,2024-06-03,57,1,Mumbai,1,35572.45,0.0
1291,2024-02-09,170,4,Delhi,2,13316.0,0.15
1292,2024-06-25,187,13,Hyderabad,2,20702.52,0.05
1293,2024-06-20,55,20,Delhi,3,41431.21,0.1
1294,2024-02-19,178,15,Hyderabad,1,54544.1,0.0
1295,2024-01-29,154,2,Lucknow,3,27306.54,0.1
1296,2024-06-16,56,14,Hyderabad,2,36789.73,0.05
1297,2024-03-29,2,1,Delhi,1,35572.45,0.1
1298,2024-08-02,13,4,Mumbai,1,13316.0,0.05
1299,2024-09-04,196,4,Bangalore,2,13316.0,0.1
1300,2024-03-14,150,4,Mumbai,1,13316.0,0.1
1301,2024-12-18,181,2,Delhi,3,27306.54,0.15
1302,2024-12-19,26,14,Lucknow,3,36789.73,0.05
1303,2024-10-02,64,8,Hyderabad,2,47883.97,0.1
1304,2024-05-08,113,8,Bangalore,1,47883.97,0.05
1305,2024-12-06,192,14,Lucknow,1,36789.73,0.1
1306,2024-07-28,74,19,Hyderabad,1,11452.98,0.0
1307,2024-01-08,71,15,Lucknow,2,54544.1,0.15
1308,2024-10-28,90,10,Delhi,3,40498.63,0.1
1309,2024-07-05,36,7,Delhi,1,22836.91,0.15
1310,2024-04-22,65,1,Mumbai,1,35572.45,0.15
1311,2024-01-25,29,15,Delhi,1,54544.1,0.0
1312,2024-05-26,144,2,Mumbai,1,27306.54,0.1
1313,2024-02-02,178,5,Lucknow,1,36204.53,0.05
1314,2024-06-25,80,10,Bangalore,3,40498.63,0.05
1315,2024-03-21,182,11,Mumbai,1,20668.93,0.15
1316,2024-11-16,77,18,Lucknow,3,17837.89,0.15
1317,2024-06-02,152,7,Delhi,1,22836.91,0.15
1318,2024-07-21,185,17,Mumbai,3,18981.18,0.15
1319,2024-12-19,124,14,Bangalore,3,36789.73,0.05
1320,2024-02-29,104,20,Delhi,3,41431.21,0.0
1321,2024-03-02,140,13,Lucknow,3,20702.52,0.15
1322,2024-01-03,121,4,Delhi,1,13316.0,0.15
1323,2024-08-08,18,3,Delhi,3,32307.17,0.0
1324,2024-04-10,66,11,Mumbai,2,20668.93,0.15
1325,2024-07-04,172,16,Hyderabad,1,46391.05,0.0
1326,2024-10-22,90,6,Mumbai,2,20720.01,0.0
1327,2024-10-26,67,8,Mumbai,3,47883.97,0.0
1328,2024-01-08,30,12,Mumbai,1,58076.27,0.05
1329,2024-01-14,136,6,Hyderabad,2,20720.01,0.1
1330,2024-08-31,74,20,Lucknow,2,41431.21,0.0
1331,2024-09-09,91,2,Delhi,2,27306.54,0.05
1332,2024-12-22,75,3,Mumbai,3,32307.17,0.0
1333,2024-02-10,78,8,Lucknow,2,47883.97,0.0
1334,2024-03-16,99,2,Lucknow,1,27306.54,0.1
1335,2024-11-08,44,10,Bangalore,2,40498.63,0.1
1336,2024-12-06,128,9,Hyderabad,1,22585.7,0.1
1337,2024-04-30,131,15,Mumbai,2,54544.1,0.1
1338,2024-01-20,5,20,Bangalore,1,41431.21,0.15
1339,2024-10-31,93,7,Lucknow,2,22836.91,0.0
1340,2024-11-11,62,1,Delhi,2,35572.45,0.0
1341,2024-09-06,16,6,Bangalore,3,20720.01,0.1
1342,2024-08-17,179,2,Hyderabad,3,27306.54,0.0
1343,2024-09-01,114,14,Hyderabad,2,36789.73,0.1
1344,2024-07-10,108,1,Delhi,1,35572.45,0.15
1345,2024-11-15,5,16,Mumbai,2,46391.05,0.05
1346,2024-12-17,119,19,Delhi,1,11452.98,0.15
1347,2024-08-18,85,13,Delhi,2,20702.52,0.0
1348,2024-07-12,29,10,Lucknow,1,40498.63,0.15
1349,2024-11-13,200,11,Mumbai,1,20668.93,0.1
1350,2024-05-29,130,3,Hyderabad,1,32307.17,0.1
1351,2024-03-28,166,10,Bangalore,2,40498.63,0.15
1352,2024-08-19,126,17,Hyderabad,2,18981.18,0.1
1353,2024-08-09,70,19,Hyderabad,2,11452.98,0.1
1354,2024-04-11,134,5,Delhi,2,36204.53,0.0
1355,2024-02-07,70,15,Lucknow,2,54544.1,0.05
1356,2024-11-16,193,4,Mumbai,2,13316.0,0.0
1357,2024-06-04,137,5,Lucknow,2,36204.53,0.05
1358,2024-04-12,78,19,Delhi,3,11452.98,0.0
1359,2024-02-05,83,19,Delhi,2,11452.98,0.1
1360,2024-05-27,188,19,Lucknow,1,11452.98,0.05
1361,2024-01-26,43,17,Mumbai,2,18981.18,0.05
1362,2024-10-30,178,1,Mumbai,3,35572.45,0.0
1363,2024-12-07,122,13,Bangalore,3,20702.52,0.1
1364,2024-12-06,122,12,Lucknow,3,58076.27,0.05
1365,2024-01-26,58,18,Bangalore,2,17837.89,0.15
1366,2024-11-09,149,7,Delhi,3,22836.91,0.0
1367,2024-07-02,127,7,Hyderabad,3,22836.91,0.15
1368,2024-04-06,96,19,Bangalore,2,11452.98,0.1
1369,2024-11-28,87,15,Hyderabad,3,54544.1,0.1
1370,2024-08-15,160,16,Hyderabad,1,46391.05,0.0
1371,2024-02-20,192,5,Hyderabad,2,36204.53,0.05
1372,2024-07-08,128,9,Lucknow,3,22585.7,0.05
1373,2024-04-09,124,4,Mumbai,1,13316.0,0.1
1374,2024-04-10,188,11,Lucknow,1,20668.93,0.0
1375,2024-09-19,190,7,Bangalore,2,22836.91,0.15
1376,2024-04-01,35,8,Delhi,2,47883.97,0.1
1377,2024-07-23,11,16,Delhi,3,46391.05,0.1
1378,2024-05-08,157,5,Mumbai,3,36204.53,0.05
1379,2024-02-03,155,4,Lucknow,3,13316.0,0.05
1380,2024-06-27,68,19,Hyderabad,3,11452.98,0.1
1381,2024-12-21,120,20,Mumbai,3,41431.21,0.1
1382,2024-07-05,24,20,Lucknow,1,41431.21,0.15
1383,2024-01-24,156,2,Bangalore,2,27306.54,0.0
1384,2024-11-21,74,3,Lucknow,3,32307.17,0.05
1385,2024-06-06,104,14,Bangalore,3,36789.73,0.15
1386,2024-08-20,111,17,Delhi,1,18981.18,0.15
1387,2024-07-14,49,14,Hyderabad,3,36789.73,0.15
1388,2024-04-05,22,6,Lucknow,2,20720.01,0.05
1389,2024-12-10,120,1,Hyderabad,2,35572.45,0.05
1390,2024-07-21,162,13,Bangalore,3,20702.52,0.0
1391,2024-09-09,90,20,Bangalore,1,41431.21,0.0
1392,2024-04-12,130,9,Bangalore,3,22585.7,0.0
1393,2024-04-07,197,12,Bangalore,3,58076.27,0.15
1394,2024-09-19,62,14,Hyderabad,3,36789.73,0.05
1395,2024-07-11,14,16,Delhi,1,46391.05,0.05
1396,2024-12-21,176,1,Mumbai,2,35572.45,0.1
1397,2024-06-06,183,14,Bangalore,3,36789.73,0.15
1398,2024-06-12,81,6,Mumbai,1,20720.01,0.0
1399,2024-06-01,10,2,Delhi,1,27306.54,0.0
1400,2024-08-26,160,2,Hyderabad,1,27306.54,0.05
1401,2024-12-16,40,2,Hyderabad,2,27306.54,0.1
1402,2024-05-17,163,5,Lucknow,1,36204.53,0.05
1403,2024-08-08,19,2,Bangalore,3,27306.54,0.05
1404,2024-05-17,91,13,Hyderabad,2,20702.52,0.15
1405,2024-04-27,22,8,Delhi,1,47883.97,0.1
1406,2024-05-04,72,9,Hyderabad,1,22585.7,0.15
1407,2024-11-26,142,18,Mumbai,3,17837.89,0.05
1408,2024-07-16,35,2,Mumbai,3,27306.54,0.0
1409,2024-05-22,150,3,Delhi,3,32307.17,0.1
1410,2024-08-02,123,12,Lucknow,2,58076.27,0.05
1411,2024-01-25,79,17,Hyderabad,2,18981.18,0.0
1412,2024-01-01,166,12,Bangalore,3,58076.27,0.05
1413,2024-09-26,172,17,Hyderabad,2,18981.18,0.0
1414,2024-09-19,1,8,Bangalore,2,47883.97,0.1
1415,2024-05-16,155,15,Lucknow,3,54544.1,0.05
1416,2024-09-25,113,8,Mumbai,2,47883.97,0.0
1417,2024-03-12,151,20,Lucknow,2,41431.21,0.0
1418,2024-01-22,53,16,Delhi,3,46391.05,0.0
1419,2024-06-04,7,19,Bangalore,1,11452.98,0.05
1420,2024-01-15,194,11,Lucknow,2,20668.93,0.15
1421,2024-12-09,46,15,Delhi,3,54544.1,0.05
1422,2024-03-21,180,19,Lucknow,1,11452.98,0.05
1423,2024-03-04,196,6,Mumbai,1,20720.01,0.15
1424,2024-05-02,20,13,Lucknow,2,20702.52,0.15
1425,2024-03-17,196,1,Delhi,1,35572.45,0.05
1426,2024-09-01,30,8,Bangalore,3,47883.97,0.05
1427,2024-08-09,132,6,Mumbai,2,20720.01,0.05
1428,2024-10-24,60,12,Mumbai,2,58076.27,0.0
1429,2024-08-24,89,18,Hyderabad,1,17837.89,0.15
1430,2024-09-04,37,11,Lucknow,2,20668.93,0.0
1431,2024-02-14,49,12,Hyderabad,2,58076.27,0.0
1432,2024-04-06,184,20,Hyderabad,1,41431.21,0.05
1433,2024-11-23,15,12,Lucknow,1,58076.27,0.0
1434,2024-08-18,72,5,Lucknow,3,36204.53,0.05
1435,2024-08-17,133,9,Bangalore,1,22585.7,0.15
1436,2024-09-16,200,15,Delhi,2,54544.1,0.1
1437,2024-02-08,146,6,Lucknow,3,20720.01,0.05
1438,2024-08-03,150,13,Lucknow,2,20702.52,0.05
1439,2024-10-24,189,7,Bangalore,3,22836.91,0.05
1440,2024-03-06,113,3,Delhi,2,32307.17,0.05
1441,2024-03-18,25,2,Mumbai,1,27306.54,0.1
1442,2024-01-19,21,3,Hyderabad,3,32307.17,0.1
1443,2024-10-09,101,12,Lucknow,2,58076.27,0.15
1444,2024-10-23,133,19,Bangalore,1,11452.98,0.0
1445,2024-08-17,40,6,Hyderabad,1,20720.01,0.05
1446,2024-12-26,81,15,Bangalore,1,54544.1,0.0
1447,2024-12-15,135,8,Mumbai,3,47883.97,0.15
1448,2024-01-15,5,18,Lucknow,2,17837.89,0.15
1449,2024-04-02,156,20,Lucknow,3,41431.21,0.1
1450,2024-10-19,182,1,Hyderabad,1,35572.45,0.1
1451,2024-03-09,182,3,Hyderabad,3,32307.17,0.15
1452,2024-10-28,82,5,Bangalore,3,36204.53,0.1
1453,2024-10-18,148,20,Lucknow,3,41431.21,0.05
1454,2024-04-15,3,1,Delhi,3,35572.45,0.0
1455,2024-09-03,152,18,Lucknow,1,17837.89,0.15
1456,2024-11-22,134,9,Bangalore,3,22585.7,0.1
1457,2024-03-18,123,4,Delhi,1,13316.0,0.15
1458,2024-05-25,90,6,Delhi,2,20720.01,0.15
1459,2024-06-23,179,9,Mumbai,1,22585.7,0.15
1460,2024-11-30,199,15,Bangalore,2,54544.1,0.15
1461,2024-05-26,22,2,Bangalore,2,27306.54,0.0
1462,2024-08-01,51,13,Lucknow,2,20702.52,0.15
1463,2024-01-20,143,6,Lucknow,2,20720.01,0.0
1464,2024-03-10,101,9,Hyderabad,3,22585.7,0.05
1465,2024-01-25,7,11,Mumbai,1,20668.93,0.05
1466,2024-07-07,3,8,Delhi,2,47883.97,0.0
1467,2024-01-26,171,17,Hyderabad,2,18981.18,0.05
1468,2024-06-05,113,7,Delhi,3,22836.91,0.1
1469,2024-11-12,82,10,Mumbai,1,40498.63,0.1
1470,2024-10-29,31,3,Mumbai,3,32307.17,0.15
1471,2024-02-27,165,18,Delhi,1,17837.89,0.05
1472,2024-09-14,87,1,Delhi,2,35572.45,0.05
1473,2024-12-07,157,10,Lucknow,3,40498.63,0.05
1474,2024-05-31,73,5,Lucknow,1,36204.53,0.15
1475,2024-02-28,6,2,Lucknow,2,27306.54,0.15
1476,2024-05-03,42,11,Mumbai,1,20668.93,0.1
1477,2024-04-07,17,20,Hyderabad,1,41431.21,0.0
1478,2024-08-10,28,3,Mumbai,2,32307.17,0.1
1479,2024-04-18,68,20,Delhi,3,41431.21,0.0
1480,2024-09-07,62,6,Bangalore,2,20720.01,0.1
1481,2024-08-23,47,20,Delhi,2,41431.21,0.05
1482,2024-07-10,134,5,Lucknow,2,36204.53,0.05
1483,2024-06-01,5,20,Mumbai,2,41431.21,0.15
1484,2024-03-24,64,15,Delhi,3,54544.1,0.05
1485,2024-12-18,179,1,Mumbai,1,35572.45,0.1
1486,2024-12-20,68,1,Bangalore,3,35572.45,0.15
1487,2024-05-02,126,16,Lucknow,2,46391.05,0.0
1488,2024-03-13,28,18,Bangalore,2,17837.89,0.15
1489,2024-06-22,165,16,Bangalore,1,46391.05,0.15
1490,2024-09-05,37,16,Bangalore,2,46391.05,0.05
1491,2024-09-09,83,5,Delhi,3,36204.53,0.1
1492,2024-09-21,36,4,Mumbai,2,13316.0,0.0
1493,2024-10-03,52,5,Hyderabad,1,36204.53,0.1
1494,2024-01-19,67,15,Hyderabad,2,54544.1,0.1
1495,2024-11-02,74,15,Hyderabad,1,54544.1,0.05
1496,2024-02-08,174,10,Bangalore,1,40498.63,0.1
1497,2024-03-12,60,20,Bangalore,2,41431.21,0.15
1498,2024-06-05,1,7,Hyderabad,1,22836.91,0.05
1499,2024-02-16,42,2,Delhi,3,27306.54,0.15
1500,2024-07-04,17,15,Mumbai,2,54544.1,0.15
1501,2024-08-25,6,13,Mumbai,3,20702.52,0.05
1502,2024-10-19,133,13,Hyderabad,1,20702.52,0.05
1503,2024-02-22,95,12,Delhi,3,58076.27,0.0
1504,2024-07-11,104,14,Bangalore,1,36789.73,0.15
1505,2024-08-28,200,7,Hyderabad,2,22836.91,0.15
1506,2024-09-22,29,17,Delhi,1,18981.18,0.05
1507,2024-12-31,153,11,Hyderabad,3,20668.93,0.15
1508,2024-03-02,90,11,Lucknow,3,20668.93,0.0
1509,2024-07-03,26,3,Bangalore,2,32307.17,0.15
1510,2024-10-02,6,16,Lucknow,2,46391.05,0.0
1511,2024-03-14,196,13,Hyderabad,2,20702.52,0.0
1512,2024-05-04,35,1,Hyderabad,1,35572.45,0.0
1513,2024-07-29,135,1,Hyderabad,2,35572.45,0.15
1514,2024-05-07,156,10,Delhi,2,40498.63,0.15
1515,2024-01-07,109,17,Delhi,2,18981.18,0.05
1516,2024-11-08,16,6,Bangalore,1,20720.01,0.15
1517,2024-02-24,40,19,Bangalore,3,11452.98,0.1
1518,2024-08-14,178,6,Mumbai,3,20720.01,0.0
1519,2024-06-07,147,18,Bangalore,1,17837.89,0.15
1520,2024-08-21,29,14,Mumbai,3,36789.73,0.15
1521,2024-06-29,75,10,Delhi,2,40498.63,0.0
1522,2024-02-03,16,3,Delhi,3,32307.17,0.05
1523,2024-11-27,5,1,Lucknow,1,35572.45,0.05
1524,2024-07-17,39,14,Lucknow,1,36789.73,0.15
1525,2024-02-09,129,11,Delhi,2,20668.93,0.05
1526,2024-10-26,179,16,Hyderabad,3,46391.05,0.15
1527,2024-07-11,58,7,Lucknow,3,22836.91,0.0
1528,2024-02-19,184,18,Mumbai,2,17837.89,0.15
1529,2024-11-02,44,7,Lucknow,1,22836.91,0.1
1530,2024-07-23,124,15,Delhi,2,54544.1,0.15
1531,2024-06-09,25,14,Mumbai,1,36789.73,0.1
1532,2024-06-08,90,19,Bangalore,3,11452.98,0.0
1533,2024-01-26,59,12,Delhi,2,58076.27,0.05
1534,2024-10-29,18,2,Hyderabad,1,27306.54,0.1
1535,2024-10-05,122,13,Mumbai,1,20702.52,0.1
1536,2024-12-06,59,14,Lucknow,3,36789.73,0.05
1537,2024-09-21,161,2,Bangalore,2,27306.54,0.15
1538,2024-12-03,64,15,Bangalore,3,54544.1,0.1
1539,2024-10-27,173,17,Lucknow,1,18981.18,0.1
1540,2024-06-14,133,7,Lucknow,1,22836.91,0.15
1541,2024-01-25,47,16,Mumbai,2,46391.05,0.0
1542,2024-06-17,18,7,Lucknow,2,22836.91,0.05
1543,2024-12-22,118,3,Bangalore,1,32307.17,0.15
1544,2024-10-13,177,6,Bangalore,2,20720.01,0.1
1545,2024-05-23,45,16,Delhi,3,46391.05,0.0
1546,2024-12-10,139,15,Lucknow,1,54544.1,0.1
1547,2024-02-28,69,16,Delhi,2,46391.05,0.15
1548,2024-05-16,25,20,Bangalore,1,41431.21,0.05
1549,2024-07-27,158,7,Mumbai,2,22836.91,0.1
1550,2024-03-13,34,8,Lucknow,1,47883.97,0.1
1551,2024-11-26,16,19,Delhi,1,11452.98,0.15
1552,2024-02-07,197,3,Bangalore,1,32307.17,0.15
1553,2024-05-22,9,5,Bangalore,3,36204.53,0.15
1554,2024-05-26,101,1,Hyderabad,1,35572.45,0.05
1555,2024-08-28,82,16,Bangalore,3,46391.05,0.0
1556,2024-01-04,42,5,Delhi,3,36204.53,0.1
1557,2024-07-23,131,16,Lucknow,3,46391.05,0.05
1558,2024-01-30,39,11,Hyderabad,3,20668.93,0.15
1559,2024-04-08,177,1,Delhi,1,35572.45,0.1
1560,2024-09-10,196,5,Delhi,2,36204.53,0.05
1561,2024-12-13,125,13,Mumbai,1,20702.52,0.1
1562,2024-05-30,85,5,Delhi,3,36204.53,0.1
1563,2024-02-06,7,4,Hyderabad,1,13316.0,0.0
1564,2024-05-03,182,14,Bangalore,3,36789.73,0.05
1565,2024-09-19,90,3,Lucknow,1,32307.17,0.1
1566,2024-11-16,133,6,Lucknow,2,20720.01,0.1
1567,2024-11-14,49,11,Delhi,3,20668.93,0.0
1568,2024-11-24,63,13,Bangalore,3,20702.52,0.05
1569,2024-04-08,155,9,Hyderabad,2,22585.7,0.0
1570,2024-03-31,92,16,Mumbai,2,46391.05,0.1
1571,2024-07-10,47,2,Hyderabad,3,27306.54,0.1
1572,2024-02-11,55,6,Bangalore,1,20720.01,0.15
1573,2024-01-19,103,10,Mumbai,2,40498.63,0.0
1574,2024-10-30,161,4,Delhi,2,13316.0,0.0
1575,2024-05-23,50,2,Lucknow,2,27306.54,0.0
1576,2024-04-16,137,15,Lucknow,3,54544.1,0.05
1577,2024-11-21,132,12,Lucknow,3,58076.27,0.1
1578,2024-11-04,1,8,Delhi,3,47883.97,0.15
1579,2024-05-28,186,6,Hyderabad,2,20720.01,0.1
1580,2024-07-25,35,10,Delhi,1,40498.63,0.1
1581,2024-12-09,137,13,Hyderabad,3,20702.52,0.1
1582,2024-03-01,43,11,Delhi,1,20668.93,0.1
1583,2024-05-30,192,17,Hyderabad,2,18981.18,0.1
1584,2024-10-09,92,2,Bangalore,3,27306.54,0.15
1585,2024-04-11,133,14,Bangalore,2,36789.73,0.15
1586,2024-07-18,113,12,Lucknow,1,58076.27,0.0
1587,2024-05-17,45,12,Hyderabad,3,58076.27,0.15
1588,2024-06-19,37,1,Hyderabad,2,35572.45,0.1
1589,2024-08-23,169,2,Lucknow,2,27306.54,0.05
1590,2024-09-11,35,15,Mumbai,1,54544.1,0.05
1591,2024-08-31,138,3,Mumbai,3,32307.17,0.0
1592,2024-12-01,119,19,Bangalore,1,11452.98,0.0
1593,2024-05-25,120,20,Delhi,2,41431.21,0.1
1594,2024-07-21,30,15,Delhi,3,54544.1,0.05
1595,2024-07-17,33,1,Lucknow,1,35572.45,0.0
1596,2024-10-15,119,14,Hyderabad,1,36789.73,0.05
1597,2024-01-18,163,19,Mumbai,1,11452.98,0.05
1598,2024-06-05,20,9,Delhi,2,22585.7,0.15
1599,2024-02-09,141,7,Delhi,1,22836.91,0.0
1600,2024-08-14,63,12,Lucknow,3,58076.27,0.1
1601,2024-02-01,90,5,Lucknow,3,36204.53,0.05
1602,2024-10-16,157,2,Lucknow,3,27306.54,0.1
1603,2024-01-20,49,6,Delhi,2,20720.01,0.15
1604,2024-02-26,192,1,Hyderabad,2,35572.45,0.0
1605,2024-03-03,69,11,Mumbai,1,20668.93,0.0
1606,2024-01-15,171,15,Lucknow,2,54544.1,0.0
1607,2024-02-11,69,17,Mumbai,2,18981.18,0.0
1608,2024-04-15,24,3,Lucknow,2,32307.17,0.0
1609,2024-05-16,159,19,Mumbai,3,11452.98,0.05
1610,2024-05-11,80,12,Hyderabad,2,58076.27,0.15
1611,2024-11-28,85,11,Bangalore,1,20668.93,0.05
1612,2024-06-10,36,1,Mumbai,2,35572.45,0.05
1613,2024-06-17,181,4,Bangalore,1,13316.0,0.0
1614,2024-12-22,189,13,Mumbai,1,20702.52,0.15
1615,2024-05-01,8,7,Bangalore,1,22836.91,0.15
1616,2024-10-17,194,14,Mumbai,2,36789.73,0.15
1617,2024-12-08,125,7,Delhi,2,22836.91,0.0
1618,2024-10-28,139,20,Bangalore,3,41431.21,0.0
1619,2024-11-21,190,20,Mumbai,2,41431.21,0.0
1620,2024-05-31,56,20,Hyderabad,3,41431.21,0.0
1621,2024-12-27,10,4,Mumbai,2,13316.0,0.1
1622,2024-08-09,164,7,Mumbai,1,22836.91,0.0
1623,2024-07-03,162,13,Lucknow,2,20702.52,0.05
1624,2024-01-30,78,14,Bangalore,1,36789.73,0.0
1625,2024-12-30,59,13,Lucknow,3,20702.52,0.05
1626,2024-01-14,189,20,Bangalore,3,41431.21,0.1
1627,2024-05-22,150,17,Mumbai,2,18981.18,0.15
1628,2024-09-30,51,11,Delhi,2,20668.93,0.05
1629,2024-10-22,78,8,Mumbai,3,47883.97,0.1
1630,2024-11-30,83,4,Lucknow,3,13316.0,0.05
1631,2024-12-18,45,20,Hyderabad,1,41431.21,0.0
1632,2024-08-04,61,4,Mumbai,1,13316.0,0.05
1633,2024-11-19,108,4,Delhi,3,13316.0,0.0
1634,2024-12-08,39,5,Hyderabad,3,36204.53,0.15
1635,2024-06-19,143,19,Lucknow,3,11452.98,0.0
1636,2024-12-06,143,4,Hyderabad,3,13316.0,0.0
1637,2024-02-25,176,4,Mumbai,1,13316.0,0.1
1638,2024-12-17,134,20,Bangalore,3,41431.21,0.15
1639,2024-01-18,91,11,Lucknow,3,20668.93,0.0
